Date,Value
1993-04-01,148400.0
1993-03-01,146600.0
1993-02-01,149400.0
1993-01-01,138900.0
1992-12-01,146200.0
1992-11-01,147200.0
1992-10-01,148400.0
1992-09-01,142200.0
1992-08-01,145300.0
1992-07-01,137700.0
1992-06-01,146600.0
1992-05-01,146000.0
1992-04-01,145000.0
1992-03-01,144800.0
1992-02-01,144800.0
1992-01-01,144200.0
1991-12-01,143000.0
1991-11-01,141700.0
1991-10-01,147400.0
1991-09-01,147300.0
1991-08-01,141800.0
1991-07-01,148200.0
1991-06-01,145900.0
1991-05-01,145400.0
1991-04-01,150800.0
1991-03-01,156400.0
1991-02-01,147800.0
1991-01-01,148600.0
1990-12-01,153400.0
1990-11-01,143300.0
1990-10-01,153000.0
1990-09-01,142100.0
1990-08-01,144700.0
1990-07-01,149800.0
1990-06-01,150400.0
1990-05-01,150600.0
1990-04-01,153400.0
1990-03-01,144600.0
1990-02-01,150900.0
1990-01-01,151700.0
1989-12-01,154300.0
1989-11-01,151400.0
1989-10-01,147800.0
1989-09-01,151100.0
1989-08-01,158600.0
1989-07-01,140300.0
1989-06-01,153600.0
1989-05-01,145100.0
1989-04-01,144700.0
1989-03-01,149000.0
1989-02-01,145300.0
1989-01-01,138600.0
1988-12-01,147700.0
1988-11-01,137300.0
1988-10-01,137300.0
1988-09-01,142700.0
1988-08-01,140600.0
1988-07-01,141300.0
1988-06-01,136500.0
1988-05-01,133500.0
1988-04-01,135000.0
1988-03-01,133200.0
1988-02-01,137600.0
1988-01-01,144400.0
1987-12-01,136200.0
1987-11-01,139200.0
1987-10-01,125800.0
1987-09-01,133500.0
1987-08-01,128500.0
1987-07-01,128600.0
1987-06-01,135800.0
1987-05-01,126600.0
1987-04-01,118100.0
1987-03-01,119500.0
1987-02-01,121300.0
1987-01-01,122100.0
1986-12-01,118900.0
1986-11-01,113600.0
1986-10-01,114900.0
1986-09-01,114000.0
1986-08-01,113200.0
1986-07-01,116800.0
1986-06-01,110900.0
1986-05-01,114600.0
1986-04-01,110300.0
1986-03-01,108000.0
1986-02-01,106600.0
1986-01-01,104100.0
1985-12-01,106100.0
1985-11-01,104100.0
1985-10-01,102700.0
1985-09-01,102600.0
1985-08-01,99200.0
1985-07-01,99400.0
1985-06-01,99600.0
1985-05-01,98100.0
1985-04-01,104700.0
1985-03-01,100900.0
1985-02-01,96200.0
1985-01-01,98300.0
1984-12-01,96300.0
1984-11-01,101400.0
1984-10-01,95700.0
1984-09-01,101300.0
1984-08-01,96900.0
1984-07-01,97100.0
1984-06-01,98800.0
1984-05-01,101900.0
1984-04-01,96200.0
1984-03-01,97700.0
1984-02-01,94400.0
1984-01-01,92200.0
1983-12-01,91700.0
1983-11-01,91400.0
1983-10-01,89500.0
1983-09-01,97800.0
1983-08-01,91300.0
1983-07-01,89200.0
1983-06-01,90900.0
1983-05-01,88800.0
1983-04-01,87600.0
1983-03-01,86200.0
1983-02-01,86800.0
1983-01-01,87200.0
1982-12-01,86700.0
1982-11-01,87800.0
1982-10-01,79900.0
1982-09-01,79600.0
1982-08-01,86500.0
1982-07-01,86500.0
1982-06-01,84900.0
1982-05-01,86500.0
1982-04-01,85000.0
1982-03-01,83700.0
1982-02-01,80700.0
1982-01-01,78000.0
1981-12-01,82800.0
1981-11-01,85300.0
1981-10-01,82500.0
1981-09-01,81300.0
1981-08-01,87000.0
1981-07-01,82600.0
1981-06-01,84700.0
1981-05-01,83600.0
1981-04-01,84700.0
1981-03-01,81600.0
1981-02-01,80000.0
1981-01-01,80700.0
1980-12-01,81400.0
1980-11-01,81800.0
1980-10-01,77500.0
1980-09-01,80100.0
1980-08-01,76000.0
1980-07-01,76700.0
1980-06-01,75600.0
1980-05-01,72800.0
1980-04-01,74600.0
1980-03-01,71600.0
1980-02-01,76600.0
1980-01-01,72400.0
1979-12-01,72600.0
1979-11-01,74200.0
1979-10-01,71500.0
1979-09-01,76800.0
1979-08-01,74000.0
1979-07-01,71900.0
1979-06-01,74300.0
1979-05-01,71800.0
1979-04-01,71000.0
1979-03-01,68500.0
1979-02-01,68700.0
1979-01-01,67700.0
1978-12-01,67400.0
1978-11-01,66300.0
1978-10-01,65700.0
1978-09-01,64400.0
1978-08-01,63000.0
1978-07-01,62900.0
1978-06-01,63200.0
1978-05-01,62300.0
1978-04-01,59300.0
1978-03-01,59900.0
1978-02-01,59100.0
1978-01-01,58500.0
1977-12-01,57600.0
1977-11-01,57800.0
1977-10-01,57200.0
1977-09-01,53900.0
1977-08-01,54300.0
1977-07-01,53600.0
1977-06-01,53900.0
1977-05-01,54400.0
1977-04-01,54600.0
1977-03-01,51600.0
1977-02-01,52600.0
1977-01-01,50700.0
1976-12-01,50600.0
1976-11-01,50000.0
1976-10-01,50400.0
1976-09-01,48200.0
1976-08-01,48500.0
1976-07-01,48000.0
1976-06-01,49200.0
1976-05-01,47500.0
1976-04-01,46800.0
1976-03-01,46800.0
1976-02-01,45900.0
1976-01-01,45300.0
1975-12-01,45900.0
1975-11-01,43700.0
1975-10-01,43900.0
1975-09-01,43400.0
1975-08-01,41200.0
1975-07-01,42300.0
1975-06-01,42500.0
1975-05-01,43200.0
1975-04-01,42000.0
1975-03-01,42100.0
1975-02-01,40600.0
1975-01-01,39500.0
